x,y,Hx,Hy,Hz,Ex,Ey,Ez
16,76,-9.97673e-18,-9.01708e-18,5.46397e-20,1.08505e-17,-1.19804e-17,-2.37018e-24
16,77,-1.5197e-17,-9.88969e-18,3.54353e-20,1.19146e-17,-1.82939e-17,-4.13825e-24
16,78,-1.34323e-17,-8.6882e-18,4.4819e-20,1.04546e-17,-1.61488e-17,-2.67473e-24
16,79,-1.47509e-17,-7.71791e-18,4.09404e-20,9.29287e-18,-1.77505e-17,-4.77648e-24
16,80,-5.75191e-18,-9.53748e-18,4.9794e-20,1.14772e-17,-6.89452e-18,-9.67025e-24
16,81,-1.22285e-17,-9.20217e-18,3.59975e-20,1.10844e-17,-1.47138e-17,-4.69602e-24
16,82,-5.90845e-18,-9.01095e-18,4.86869e-20,1.08416e-17,-7.0952e-18,-1.02743e-23
16,83,-9.79056e-18,-8.43605e-18,2.86941e-20,1.01651e-17,-1.1776e-17,-3.29802e-24
16,84,-4.32679e-18,-5.60565e-18,4.61975e-20,6.73987e-18,-5.18999e-18,-7.29586e-24
16,85,-7.06432e-18,-6.87364e-18,1.85072e-20,8.28788e-18,-8.49754e-18,-1.37684e-24
16,86,-1.20937e-17,-4.88138e-18,2.16937e-20,5.87481e-18,-1.45551e-17,-3.64305e-25
16,87,-7.51349e-18,-5.38147e-18,1.21723e-20,6.4829e-18,-9.04136e-18,-4.19908e-24
16,88,6.30735e-19,-6.0349e-18,1.38093e-20,7.26418e-18,7.66836e-19,-8.41878e-24
16,89,-1.03588e-17,2.59508e-18,6.11387e-21,-3.12035e-18,-1.24743e-17,1.04636e-23
16,90,5.50718e-19,-3.63733e-18,7.13883e-21,4.37822e-18,6.71287e-19,-5.49033e-24
16,91,-8.15862e-18,2.29215e-18,3.10212e-21,-2.75742e-18,-9.8248e-18,7.66146e-24
16,92,-9.33459e-18,1.26202e-18,1.48437e-20,-1.52485e-18,-1.12414e-17,1.73081e-26
16,93,1.61085e-18,-8.05634e-18,-8.67914e-22,9.70593e-18,1.94338e-18,-9.20927e-24
16,94,-6.2713e-18,1.178e-18,4.85767e-21,-1.42084e-18,-7.55871e-18,2.76276e-24
16,95,2.22798e-18,-1.49084e-18,1.04271e-20,1.79205e-18,2.69229e-18,-4.30712e-24
16,96,2.74795e-18,-1.83441e-18,-1.04602e-20,2.21829e-18,3.31226e-18,-2.4954e-25
16,97,-4.42007e-19,1.36413e-19,1.52655e-20,-1.76501e-19,-5.32787e-19,-1.39104e-24
16,98,2.64181e-18,-4.99625e-18,-6.40832e-21,6.02496e-18,3.17895e-18,-1.84665e-24
16,99,5.34741e-19,5.06279e-18,4.25793e-21,-6.09981e-18,6.45699e-19,6.07336e-24
16,100,5.06639e-18,-6.723e-19,1.07502e-20,8.06232e-19,6.10961e-18,-3.35309e-24
16,101,-3.45051e-18,2.19836e-18,-5.45448e-21,-2.63871e-18,-4.15612e-18,7.60849e-24
16,102,-4.20719e-18,-4.44168e-19,8.53863e-21,5.2802e-19,-5.06005e-18,-3.85497e-24
16,103,-3.06835e-18,-1.60895e-18,-6.46276e-21,1.94406e-18,-3.70327e-18,-4.10625e-24
16,104,1.55313e-18,-2.58991e-18,3.68838e-21,3.11295e-18,1.87927e-18,-3.1101e-24
16,105,-1.99171e-19,-1.98208e-18,-1.60829e-20,2.39551e-18,-2.46543e-19,-2.24607e-24
16,106,2.28619e-18,4.55159e-18,1.08509e-20,-5.49218e-18,2.76025e-18,2.7907e-24
16,107,-3.91945e-18,-1.7722e-18,-8.51515e-21,2.14267e-18,-4.72757e-18,4.41366e-24
16,108,1.26501e-18,-1.65613e-18,9.6003e-22,1.98917e-18,1.52501e-18,-2.02883e-24
16,109,-1.53182e-18,-3.88352e-18,-7.35697e-21,4.67905e-18,-1.85194e-18,-4.44898e-25
16,110,-5.40667e-18,-3.83009e-18,-6.39678e-21,4.61031e-18,-6.51123e-18,-8.71603e-25
16,111,-2.52168e-18,-8.87072e-19,-1.19313e-20,1.07052e-18,-3.04552e-18,-4.45569e-24
16,112,5.28054e-18,-3.62786e-19,1.23149e-20,4.25154e-19,6.36888e-18,-5.38929e-24
16,113,-2.16971e-18,-1.30073e-18,-7.94764e-21,1.57552e-18,-2.61771e-18,2.56892e-24
16,114,1.41254e-18,1.91239e-18,1.42761e-20,-2.3128e-18,1.70525e-18,-1.30037e-24
16,115,1.6777e-19,-3.54738e-18,-8.40024e-21,4.28125e-18,1.96793e-19,7.65973e-25
16,116,-3.61594e-18,4.65595e-19,6.8951e-23,-5.64539e-19,-4.34754e-18,6.89708e-24
16,117,-1.76664e-18,-5.06254e-18,-7.23217e-21,6.0979e-18,-2.13275e-18,-4.78216e-24
16,118,-4.77305e-18,-1.89187e-18,-1.07055e-20,2.27914e-18,-5.74608e-18,3.60512e-24
16,119,-1.89978e-18,-1.649e-18,-2.07481e-23,1.98001e-18,-2.29212e-18,-5.15267e-24
16,120,-9.01447e-19,1.25278e-18,8.30834e-21,-1.51211e-18,-1.08298e-18,1.63299e-24
16,121,-1.08815e-18,-4.90341e-19,-4.35403e-21,5.96331e-19,-1.31072e-18,-6.02084e-25
16,122,-1.53576e-18,1.65473e-18,-6.77547e-21,-1.99084e-18,-1.85155e-18,8.11037e-25
16,123,1.51108e-18,1.21147e-18,4.81163e-21,-1.46393e-18,1.82686e-18,-1.45797e-24
16,124,-3.28573e-18,-1.10781e-18,4.78124e-21,1.33363e-18,-3.95759e-18,-3.92552e-25
16,125,-5.6273e-18,-3.80625e-18,-7.05501e-21,4.58771e-18,-6.78322e-18,-2.70965e-24
16,126,1.78085e-18,-3.69776e-18,-5.18634e-21,4.45057e-18,2.14353e-18,-7.61901e-24
16,127,-7.26479e-20,-4.47632e-19,2.7063e-22,5.36265e-19,-8.91158e-20,1.81058e-24
16,128,-2.9855e-18,1.31465e-18,2.52856e-21,-1.58368e-18,-3.58961e-18,7.3314e-24
16,129,-3.8644e-18,-4.95179e-19,-5.09375e-21,5.99749e-19,-4.65558e-18,2.21241e-24
16,130,1.00502e-18,-1.21631e-18,5.82691e-21,1.45902e-18,1.21904e-18,-9.48237e-25
16,131,1.57335e-19,-4.53522e-18,8.17471e-23,5.46236e-18,1.81775e-19,-2.44158e-24
16,132,-2.67705e-18,-3.04429e-18,-2.47034e-21,3.66601e-18,-3.2252e-18,2.93123e-24
16,133,3.46039e-18,-2.48067e-18,4.443e-21,2.983e-18,4.17009e-18,-2.02754e-24
16,134,2.42506e-18,3.3003e-18,1.62099e-21,-3.97164e-18,2.92301e-18,3.72642e-24
16,135,1.6192e-18,1.43775e-18,3.88847e-21,-1.73188e-18,1.95192e-18,4.95969e-27
16,136,1.98838e-18,-4.58e-19,5.4564e-22,5.52948e-19,2.39488e-18,2.37936e-25
16,137,3.5703e-18,-3.38886e-18,1.67547e-22,4.07978e-18,4.29121e-18,-6.07666e-24
16,138,1.2323e-18,2.34986e-18,4.73803e-21,-2.831e-18,1.4918e-18,4.32511e-24
16,139,-2.02858e-18,-2.76352e-18,-1.79003e-20,3.33761e-18,-2.46285e-18,-2.95889e-24
16,140,3.93942e-18,1.65157e-19,1.4581e-20,-2.14329e-19,4.76284e-18,1.91543e-24
16,141,2.44186e-18,-9.6181e-18,-1.7772e-20,1.1594e-17,2.92727e-18,-7.43857e-24
16,142,7.77383e-19,3.66763e-18,1.06167e-20,-4.42874e-18,9.4749e-19,5.55759e-24
16,143,-2.42784e-18,-5.76438e-18,-1.67803e-20,6.95239e-18,-2.93715e-18,-7.72023e-25
16,144,-2.49324e-19,9.92498e-19,3.38719e-21,-1.20442e-18,-2.95756e-19,3.8864e-24
16,145,1.07887e-18,1.0293e-18,9.24637e-21,-1.24189e-18,1.29729e-18,4.10327e-25
16,146,3.7475e-18,2.17958e-18,6.56015e-22,-2.61973e-18,4.51698e-18,2.53112e-24
16,147,-4.02187e-19,1.14438e-18,5.28335e-21,-1.37984e-18,-4.81784e-19,1.15405e-24
16,148,-7.78974e-19,9.06852e-19,3.85345e-22,-1.08935e-18,-9.37837e-19,8.34744e-25
16,149,1.83169e-18,-1.07032e-22,1.29794e-21,-3.06887e-22,2.20846e-18,-7.73805e-25
16,150,9.93969e-19,1.27573e-18,1.04443e-20,-1.54013e-18,1.20448e-18,-1.75583e-24
16,151,-3.8507e-18,4.13437e-19,-6.98338e-21,-4.89385e-19,-4.64896e-18,9.86484e-25
16,152,2.61544e-18,-5.47252e-21,3.89225e-21,1.39522e-21,3.16354e-18,-1.58595e-24
16,153,-3.42054e-18,1.37923e-18,-4.61697e-21,-1.65629e-18,-4.12552e-18,1.88893e-24
16,154,6.64935e-18,-9.90877e-19,-4.4738e-22,1.19085e-18,8.00654e-18,-1.01067e-23
16,155,3.64961e-21,4.308e-18,7.28241e-21,-5.18977e-18,9.2623e-21,8.59488e-24
16,156,6.66729e-19,-1.93973e-19,-6.01895e-21,2.39861e-19,7.9251e-19,-1.13009e-24
16,157,-2.07158e-18,2.69639e-18,7.45331e-21,-3.25241e-18,-2.48843e-18,9.40703e-24
16,158,-3.88211e-18,-5.66965e-20,-4.50868e-21,7.39641e-20,-4.67756e-18,3.32803e-25
16,159,-3.55192e-18,3.65347e-18,4.49021e-21,-4.40244e-18,-4.27744e-18,1.59201e-24
17,0,1.76469e-18,2.60951e-18,-6.3777e-21,-3.13834e-18,2.12139e-18,-3.86654e-24
17,1,4.10454e-18,8.95434e-18,2.69317e-20,-1.07954e-17,4.95441e-18,5.12842e-25
17,2,-1.1691e-18,-3.55919e-18,-1.88481e-20,4.3065e-18,-1.41726e-18,9.10549e-25
17,3,1.90477e-18,4.56184e-18,1.85412e-20,-5.50952e-18,2.3052e-18,-1.0524e-24
17,4,-4.38864e-18,-5.37976e-19,3.91867e-21,6.54611e-19,-5.29205e-18,1.96072e-24
17,5,3.54717e-18,-4.25458e-18,5.53865e-21,5.121e-18,4.27987e-18,-3.3037e-24
17,6,6.82457e-19,7.96192e-20,3.58823e-21,-9.49163e-20,8.26854e-19,4.29952e-24
17,7,-1.56372e-19,-3.45044e-18,-5.69061e-21,4.15816e-18,-1.8932e-19,-1.90396e-24
17,8,-2.44075e-18,6.11935e-18,5.40713e-21,-7.37193e-18,-2.93437e-18,6.41044e-24
17,9,5.5911e-18,1.61976e-18,2.14108e-20,-1.95755e-18,6.7453e-18,-4.5632e-24
17,10,-3.77425e-18,-5.31271e-18,-2.4073e-20,6.4173e-18,-4.55325e-18,2.55537e-24
17,11,1.56462e-18,2.98376e-18,5.71719e-21,-3.60615e-18,1.88939e-18,-4.18585e-24
17,12,4.49062e-18,1.09468e-18,3.98942e-21,-1.31698e-18,5.40083e-18,-2.39056e-24
17,13,-3.12672e-18,-5.27673e-19,-2.68978e-21,6.38416e-19,-3.75718e-18,9.94547e-24
17,14,-3.21628e-18,-1.76556e-18,-1.2662e-20,2.13018e-18,-3.88103e-18,-3.34644e-24
17,15,-3.31416e-18,5.85673e-18,1.29388e-21,-7.05715e-18,-3.99328e-18,3.62801e-24
17,16,-2.18284e-18,5.53754e-19,3.92143e-21,-6.67878e-19,-2.62926e-18,-8.79059e-25
17,17,-5.03739e-19,-3.47133e-18,1.57831e-22,4.18067e-18,-6.09773e-19,-8.36859e-25
17,18,-1.85049e-19,-1.65347e-18,3.02511e-21,1.98911e-18,-2.09673e-19,4.60596e-24
17,19,1.41708e-18,-3.84016e-18,-1.01751e-21,4.62481e-18,1.70296e-18,-4.54454e-24
17,20,-2.42044e-18,-1.98462e-18,-5.88081e-21,2.39145e-18,-2.91763e-18,3.53747e-24
17,21,5.02345e-18,-3.19849e-18,1.14533e-20,3.84215e-18,6.05933e-18,-5.27475e-24
17,22,8.46634e-19,-5.4679e-18,-2.42895e-20,6.59947e-18,1.00625e-18,6.26255e-25
17,23,3.11413e-18,5.30835e-18,2.23786e-20,-6.41261e-18,3.76466e-18,2.54684e-24
17,24,-3.36121e-18,9.89724e-19,-3.81726e-21,-1.17895e-18,-4.05131e-18,5.76731e-24
17,25,5.80518e-18,-1.10396e-18,1.23766e-20,1.32124e-18,7.00496e-18,-6.73019e-24
17,26,-3.83775e-18,3.01311e-18,3.03427e-21,-3.6228e-18,-4.6209e-18,3.75845e-24
17,27,1.21329e-18,-4.16918e-18,9.97571e-21,5.01565e-18,1.46069e-18,-8.94306e-24
17,28,-2.28388e-18,-6.16541e-18,-1.71616e-20,7.43504e-18,-2.7563e-18,-1.27098e-24
17,29,2.69013e-18,9.31058e-19,2.63329e-21,-1.13028e-18,3.23635e-18,-6.6466e-24
17,30,5.97498e-18,2.04272e-18,1.89177e-21,-2.45872e-18,7.19447e-18,-1.92556e-24
17,31,3.01361e-18,2.97561e-18,6.15185e-22,-3.5815e-18,3.62632e-18,1.1391e-24
17,32,9.07788e-19,4.47969e-18,1.03279e-20,-5.3974e-18,1.09318e-18,2.77862e-24
17,33,1.85347e-18,3.58448e-18,8.41792e-21,-4.31418e-18,2.23795e-18,1.92778e-24
17,34,3.26532e-18,-8.44284e-19,1.31526e-21,1.01976e-18,3.93115e-18,-5.31366e-24
17,35,-1.17765e-18,2.00166e-18,7.58351e-21,-2.41264e-18,-1.41434e-18,2.8726e-24
17,36,-4.59222e-18,1.17368e-18,2.78637e-21,-1.41062e-18,-5.53152e-18,3.10499e-24
17,37,-1.28898e-18,-6.08774e-18,-6.67578e-21,7.3331e-18,-1.55613e-18,-4.58926e-24
17,38,-1.57819e-18,-1.9311e-18,-1.01417e-20,2.32637e-18,-1.90843e-18,-4.60594e-25
17,39,5.27884e-18,-6.68656e-19,1.06397e-20,7.95023e-19,6.36276e-18,-4.19461e-24
17,40,1.02712e-18,-2.21322e-18,-1.5293e-20,2.67672e-18,1.22351e-18,7.11131e-25
17,41,2.19922e-18,1.73608e-18,7.45905e-21,-2.1008e-18,2.65417e-18,8.49616e-25
17,42,4.358e-20,-1.9731e-18,-2.19343e-20,2.3893e-18,3.25266e-20,-3.35446e-24
17,43,1.84528e-18,3.93508e-18,1.34316e-20,-4.75404e-18,2.24093e-18,4.94246e-24
17,44,-6.45277e-19,-2.28542e-18,-3.38136e-21,2.75927e-18,-7.79455e-19,-1.43362e-24
17,45,9.22727e-19,3.51745e-20,1.07541e-21,-4.4472e-20,1.11245e-18,4.6914e-25
17,46,-3.18973e-18,-2.56617e-18,-1.11491e-20,3.09506e-18,-3.84358e-18,1.23549e-24
17,47,1.38007e-20,9.01074e-19,4.63015e-21,-1.09227e-18,1.75048e-20,-1.14639e-24
17,48,3.57784e-18,1.08249e-18,6.99611e-21,-1.30426e-18,4.31824e-18,-1.69704e-25
17,49,2.39625e-18,-2.39877e-18,-2.11549e-21,2.89205e-18,2.88497e-18,-3.16073e-24
17,50,-2.034e-18,1.99171e-18,-6.26629e-21,-2.39568e-18,-2.45547e-18,3.78167e-24
17,51,3.08233e-18,2.45658e-18,1.98942e-20,-2.96979e-18,3.72571e-18,-1.68453e-24
17,52,-3.58457e-18,-3.02652e-18,-2.86882e-20,3.6666e-18,-4.32649e-18,1.55649e-24
17,53,1.15487e-18,1.69482e-18,1.04023e-20,-2.05894e-18,1.4043e-18,-3.43876e-24
17,54,-5.49188e-18,2.66587e-19,-2.68393e-21,-3.14676e-19,-6.62144e-18,1.96479e-24
17,55,5.07127e-18,-1.52238e-18,6.89382e-21,1.82811e-18,6.11597e-18,-6.06094e-24
17,56,-1.99897e-18,-3.21586e-19,-7.19883e-22,3.90769e-19,-2.41036e-18,2.94365e-24
17,57,5.00186e-18,-2.7471e-18,6.58828e-21,3.30354e-18,6.02591e-18,-7.68474e-24
17,58,4.24227e-18,-3.00602e-18,6.35157e-21,3.61884e-18,5.11249e-18,1.19371e-24
17,59,6.66658e-18,-4.00277e-18,1.13033e-21,4.82113e-18,8.02827e-18,-4.91644e-24
17,60,1.61117e-18,-1.00215e-18,4.28125e-21,1.20491e-18,1.94255e-18,3.16434e-24
17,61,-1.30835e-18,-8.04397e-19,1.38811e-20,9.63771e-19,-1.56996e-18,7.85384e-25
17,62,-3.18227e-18,-2.56507e-18,-1.18306e-21,3.09508e-18,-3.83405e-18,5.48768e-25
17,63,-5.53539e-18,1.32221e-18,1.07093e-20,-1.59739e-18,-6.6581e-18,3.95841e-24
17,64,-8.05435e-18,-2.10268e-18,-3.92698e-21,2.53825e-18,-9.70185e-18,1.24007e-24
17,65,-4.66597e-18,2.40759e-18,3.67687e-20,-2.91775e-18,-5.59359e-18,3.50504e-24
17,66,-1.08082e-17,-5.58172e-18,1.89962e-20,6.7279e-18,-1.30179e-17,-4.2811e-25
17,67,-2.27919e-18,-8.09938e-18,3.85762e-20,9.7409e-18,-2.7224e-18,-3.42206e-24
17,68,-1.03159e-17,-7.09653e-18,2.53405e-20,8.5493e-18,-1.2414e-17,4.28277e-24
17,69,-9.0518e-18,-6.72006e-18,6.75358e-20,8.06964e-18,-1.08657e-17,6.6126e-26
17,70,-1.3006e-17,-1.76329e-17,3.6074e-20,2.1242e-17,-1.56487e-17,-3.69844e-24
17,71,-1.64146e-17,-6.84323e-18,9.69636e-20,8.20898e-18,-1.97223e-17,9.03565e-25
17,72,-2.56464e-17,-1.71498e-17,9.15835e-20,2.0648e-17,-3.08438e-17,-2.57294e-24
17,73,-2.29651e-17,-2.23843e-17,1.09447e-19,2.69382e-17,-2.7602e-17,-1.33857e-23
17,74,-3.09515e-17,-2.22899e-17,1.27276e-19,2.68246e-17,-3.72259e-17,-8.26205e-24
17,75,-4.31127e-17,-2.62635e-17,1.28084e-19,3.16163e-17,-5.18605e-17,-1.81629e-24
17,76,-4.49395e-17,-2.13858e-17,1.41153e-19,2.57385e-17,-5.4058e-17,-6.67828e-24
17,77,-3.97066e-17,-2.27633e-17,1.76423e-19,2.73862e-17,-4.77325e-17,-1.14704e-23
17,78,-4.38251e-17,-3.15842e-17,1.69632e-19,3.80251e-17,-5.26982e-17,-1.18955e-23
17,79,-3.984e-17,-3.18527e-17,1.85699e-19,3.83374e-17,-4.78913e-17,-1.78139e-23
17,80,-3.87611e-17,-3.17682e-17,1.72224e-19,3.82498e-17,-4.66031e-17,-1.47666e-23
17,81,-3.60855e-17,-3.13468e-17,1.64836e-19,3.77396e-17,-4.33791e-17,-1.57236e-23
17,82,-3.84272e-17,-2.96553e-17,1.45829e-19,3.57089e-17,-4.62132e-17,-1.15947e-23
17,83,-3.14901e-17,-2.79124e-17,1.36357e-19,3.36062e-17,-3.78571e-17,-1.67329e-23
17,84,-3.33505e-17,-2.18848e-17,1.09395e-19,2.63584e-17,-4.0118e-17,-9.13427e-24
17,85,-2.1244e-17,-1.61775e-17,1.24931e-19,1.94675e-17,-2.55233e-17,-1.35634e-23
17,86,-2.58372e-17,-1.8551e-17,8.00653e-20,2.23536e-17,-3.10757e-17,-5.74989e-24
17,87,-1.48776e-17,-1.66865e-17,9.40122e-20,2.0081e-17,-1.78709e-17,-1.41046e-23
17,88,-1.70666e-17,-1.14903e-17,6.42186e-20,1.38465e-17,-2.05211e-17,-2.06925e-24
17,89,-8.17164e-18,-8.57963e-18,7.76331e-20,1.0322e-17,-9.80308e-18,-1.27141e-23
17,90,-1.0059e-17,-1.35597e-17,2.45344e-20,1.63489e-17,-1.21009e-17,-5.09019e-24
17,91,-9.18563e-18,-2.37049e-18,3.72925e-20,2.84756e-18,-1.10416e-17,-3.50703e-24
17,92,-9.74453e-18,-4.30746e-18,1.48805e-20,5.19614e-18,-1.17307e-17,-3.17419e-24
17,93,-7.05666e-18,-5.53044e-18,-7.42525e-21,6.66833e-18,-8.49812e-18,-1.02605e-25
17,94,-6.79838e-18,3.88004e-18,1.07046e-20,-4.67954e-18,-8.18128e-18,1.54811e-24
17,95,-4.24742e-18,3.14535e-18,7.92614e-21,-3.78512e-18,-5.11434e-18,1.32098e-24
17,96,7.61062e-18,-2.30042e-18,2.02054e-20,2.76344e-18,9.1765e-18,-7.80726e-24
17,97,-5.29092e-18,-5.06656e-18,-1.64187e-20,6.11674e-18,-6.38447e-18,4.87703e-24
17,98,-3.22646e-18,-4.70876e-19,-1.0454e-20,5.64004e-19,-3.88603e-18,1.55899e-24
17,99,3.48339e-18,-1.42825e-18,-3.21874e-21,1.71591e-18,4.18982e-18,-8.36275e-24
17,100,-4.83336e-18,4.06528e-19,6.3612e-22,-4.9123e-19,-5.82335e-18,5.95208e-24
17,101,2.75132e-18,-5.29878e-18,5.38764e-21,6.37653e-18,3.31729e-18,-9.55431e-24
17,102,-8.61544e-18,-2.54605e-19,-2.15178e-20,3.19346e-19,-1.03858e-17,7.32091e-24
17,103,2.12476e-18,1.22391e-18,1.56629e-20,-1.49113e-18,2.56841e-18,-5.00929e-24
17,104,-1.44883e-18,-1.40592e-18,-9.42029e-21,1.70446e-18,-1.75039e-18,3.01392e-24
17,105,3.77946e-18,2.60947e-18,1.41853e-20,-3.15262e-18,4.56426e-18,-4.03375e-25
17,106,1.52502e-18,-1.99376e-18,-6.48766e-21,2.41001e-18,1.82758e-18,-2.71829e-24
17,107,1.52413e-18,9.85569e-19,7.04176e-21,-1.19291e-18,1.84222e-18,1.74761e-24
17,108,2.87291e-18,-2.85042e-18,-2.40961e-21,3.43592e-18,3.45688e-18,-1.61103e-24
17,109,3.2201e-18,1.03902e-18,1.71557e-20,-1.26014e-18,3.88814e-18,2.89848e-24
17,110,-4.15108e-18,-3.91537e-18,-1.29906e-20,4.72781e-18,-5.00033e-18,4.61561e-24
17,111,4.75046e-18,-1.50554e-18,1.10798e-20,1.80091e-18,5.72971e-18,-6.03091e-24
17,112,-1.82617e-18,3.73629e-19,2.0605e-22,-4.44593e-19,-2.20417e-18,4.6328e-24
17,113,-1.97103e-19,-4.0923e-19,5.53821e-21,4.90095e-19,-2.30839e-19,-4.67247e-25
17,114,-2.45932e-18,1.76488e-18,-1.0942e-20,-2.11674e-18,-2.97263e-18,1.33966e-24
17,115,1.64138e-18,3.41439e-18,7.56275e-21,-4.11917e-18,1.98355e-18,1.81249e-24
17,116,1.87701e-18,5.73387e-19,1.88504e-21,-6.87547e-19,2.26046e-18,-8.09866e-26
17,117,-2.10813e-19,5.6707e-18,1.90543e-20,-6.83474e-18,-2.41231e-19,8.12212e-24
17,118,1.99777e-18,-5.50146e-18,-5.35548e-21,6.63446e-18,2.40752e-18,-3.68581e-24
17,119,-4.78809e-18,8.5729e-19,-8.05216e-21,-1.03074e-18,-5.76786e-18,5.88656e-24
17,120,-4.59189e-18,3.26942e-19,-5.72696e-21,-3.94691e-19,-5.53453e-18,-7.1081e-25
17,121,-3.85173e-19,3.13546e-18,3.15154e-21,-3.77879e-18,-4.60098e-19,-3.68006e-25
17,122,3.34421e-18,-2.40078e-18,-8.441e-21,2.89566e-18,4.02505e-18,-4.93172e-24
17,123,6.86319e-19,3.37449e-18,2.92861e-21,-4.06773e-18,8.25309e-19,3.05404e-24
17,124,-3.71959e-18,2.14816e-18,2.94001e-21,-2.58601e-18,-4.47861e-18,4.85378e-24
17,125,-1.12156e-18,-3.97319e-18,-6.63369e-21,4.7876e-18,-1.34996e-18,-1.7516e-24
17,126,1.93053e-18,-3.73297e-18,-4.82972e-21,4.49298e-18,2.32419e-18,-1.9558e-24
17,127,-2.01479e-18,6.73352e-19,5.93399e-21,-8.15738e-19,-2.42275e-18,3.20949e-24
17,128,-2.82358e-18,-3.86321e-18,-4.90402e-21,4.6558e-18,-3.40265e-18,-2.76779e-24
17,129,1.87054e-19,-3.69095e-18,-4.34714e-21,4.44299e-18,2.25537e-19,-3.93175e-24
17,130,5.14565e-19,-2.29222e-18,1.04313e-20,2.75238e-18,6.21645e-19,-8.89061e-25
17,131,-1.39281e-18,-2.83413e-18,-4.96667e-21,3.41915e-18,-1.67912e-18,2.28596e-24
17,132,-1.62625e-18,-2.29857e-19,-2.44468e-21,2.75504e-19,-1.95771e-18,1.93082e-24
17,133,-5.22145e-18,-7.73645e-19,-9.96414e-21,9.34924e-19,-6.2926e-18,3.35895e-24
17,134,3.22022e-18,8.38514e-19,1.4826e-20,-1.02126e-18,3.88289e-18,-6.90733e-24
17,135,9.70496e-19,5.89554e-19,1.88872e-22,-7.02731e-19,1.16654e-18,8.8787e-25
17,136,4.55708e-18,7.43595e-19,1.09349e-20,-9.00289e-19,5.49089e-18,-1.51089e-24
17,137,-2.28524e-18,1.87402e-18,-1.56548e-21,-2.25002e-18,-2.75186e-18,7.66863e-24
17,138,3.25898e-18,1.18301e-18,-3.25941e-21,-1.42332e-18,3.91942e-18,-4.25145e-24
17,139,6.72923e-18,3.84156e-18,1.95311e-20,-4.63545e-18,8.11869e-18,1.98591e-24
17,140,4.20251e-18,-3.74074e-18,1.33054e-20,4.50617e-18,5.05848e-18,-8.73705e-25
17,141,7.65079e-19,-1.80331e-18,1.51409e-20,2.17e-18,9.36737e-19,7.12827e-24
17,142,3.28222e-18,-3.09943e-18,-2.36019e-22,3.73851e-18,3.94604e-18,-5.88152e-24
17,143,1.78113e-18,3.58484e-18,6.32316e-21,-4.31865e-18,2.1552e-18,6.87365e-24
17,144,-2.4937e-18,-1.56216e-18,-8.46081e-21,1.88763e-18,-3.00764e-18,1.08973e-24
17,145,-6.1266e-18,5.6559e-18,-2.9469e-21,-6.81135e-18,-7.38117e-18,5.23238e-24
17,146,4.3481e-18,5.98855e-19,1.01642e-20,-7.27177e-19,5.2389e-18,-7.63709e-24
17,147,-3.61614e-18,-1.09997e-18,-1.49328e-20,1.33616e-18,-4.36286e-18,3.62354e-24
17,148,-1.2632e-19,8.56581e-19,-1.66739e-21,-1.03751e-18,-1.53047e-19,-2.24264e-24
17,149,-2.96031e-19,1.48897e-18,1.70327e-21,-1.79407e-18,-3.56176e-19,1.05084e-24
17,150,-4.96858e-18,7.17434e-19,-1.03835e-20,-8.57894e-19,-5.99125e-18,2.60637e-24
17,151,1.12207e-18,3.83295e-18,3.26204e-21,-4.62072e-18,1.35567e-18,-1.69216e-24
17,152,-1.29924e-18,3.21052e-18,-2.96223e-21,-3.86193e-18,-1.56733e-18,3.57122e-24
17,153,1.96379e-18,1.02904e-19,1.59489e-21,-1.26054e-19,2.36702e-18,-2.87567e-24
17,154,1.64356e-18,1.11178e-18,7.87765e-22,-1.338e-18,1.97915e-18,1.53489e-24
17,155,-2.53715e-19,1.52031e-18,-4.49072e-21,-1.82767e-18,-3.1105e-19,-5.64079e-25
17,156,1.70001e-18,3.14006e-18,6.73251e-21,-3.78545e-18,2.0526e-18,8.74429e-25
17,157,-4.18222e-18,6.58462e-19,-1.82628e-20,-7.80739e-19,-5.04695e-18,2.43536e-24
17,158,-4.64776e-18,2.71547e-18,-2.34907e-21,-3.27655e-18,-5.59406e-18,2.05108e-24
17,159,-2.83408e-18,-2.47397e-18,-1.3502e-20,2.98355e-18,-3.42032e-18,-5.03069e-24
18,0,-4.1684e-19,1.95992e-18,-2.6336e-21,-2.35815e-18,-5.00015e-19,-1.47441e-25
18,1,-9.9124e-19,4.78873e-18,-4.15892e-21,-5.76407e-18,-1.20812e-18,-2.27503e-24
18,2,3.01505e-18,5.92273e-18,2.08392e-20,-7.14187e-18,3.64855e-18,3.4688e-24
18,3,-5.10811e-18,-6.61934e-18,-2.53621e-20,7.99059e-18,-6.17024e-18,-1.93725e-24
18,4,-3.25928e-18,1.9517e-18,1.20636e-20,-2.36738e-18,-3.91971e-18,4.05972e-25
18,5,-4.40228e-18,-4.83439e-18,-1.45985e-20,5.8325e-18,-5.30919e-18,3.5678e-25
18,6,1.85965e-18,2.97718e-19,2.05259e-20,-3.75171e-19,2.24678e-18,-3.82875e-24
18,7,-6.00062e-18,-4.33398e-18,-1.11085e-20,5.23246e-18,-7.22629e-18,4.41975e-24
18,8,-1.48089e-18,-5.14515e-18,-8.307e-21,6.19253e-18,-1.78928e-18,-9.99929e-24
