0,0,999.989
0,1,1395.28
0,2,1581.19
0,3,1682.96
0,4,1745.69
0,5,1787.87
0,6,1818.09
0,7,1840.78
0,8,1858.44
0,9,1872.57
0,10,1884.13
0,11,1893.76
0,12,1901.91
0,13,1908.89
0,14,1914.94
0,15,1920.24
0,16,1924.91
0,17,1929.06
0,18,1932.77
0,19,1936.1
0,20,1939.12
0,21,1941.87
0,22,1944.37
0,23,1946.67
0,24,1948.78
0,25,1950.72
0,26,1952.52
0,27,1954.2
0,28,1955.75
0,29,1957.2
0,30,1958.56
0,31,1959.83
0,32,1961.02
0,33,1962.14
0,34,1963.2
0,35,1964.2
0,36,1965.14
0,37,1966.03
0,38,1966.88
0,39,1967.68
0,40,1968.44
0,41,1969.17
0,42,1969.86
0,43,1970.52
0,44,1971.14
0,45,1971.74
0,46,1972.32
0,47,1972.87
0,48,1973.39
0,49,1973.9
0,50,1974.38
0,51,1974.85
0,52,1975.29
0,53,1975.72
0,54,1976.14
0,55,1976.53
0,56,1976.92
0,57,1977.28
0,58,1977.64
0,59,1977.98
0,60,1978.31
0,61,1978.63
0,62,1978.94
0,63,1979.24
0,64,1979.53
0,65,1979.81
0,66,1980.08
0,67,1980.34
0,68,1980.59
0,69,1980.84
0,70,1981.07
0,71,1981.3
0,72,1981.53
0,73,1981.74
0,74,1981.95
0,75,1982.15
0,76,1982.35
0,77,1982.54
0,78,1982.73
0,79,1982.91
0,80,1983.08
0,81,1983.25
0,82,1983.42
0,83,1983.58
0,84,1983.73
0,85,1983.89
0,86,1984.03
0,87,1984.18
0,88,1984.31
0,89,1984.45
0,90,1984.58
0,91,1984.71
0,92,1984.83
0,93,1984.95
0,94,1985.07
0,95,1985.18
0,96,1985.29
0,97,1985.4
0,98,1985.5
0,99,1985.61
0,100,1985.7
0,101,1985.8
0,102,1985.89
0,103,1985.98
0,104,1986.07
0,105,1986.15
0,106,1986.24
0,107,1986.32
0,108,1986.39
0,109,1986.47
0,110,1986.54
0,111,1986.61
0,112,1986.68
0,113,1986.75
0,114,1986.81
0,115,1986.87
0,116,1986.93
0,117,1986.99
0,118,1987.05
0,119,1987.1
0,120,1987.15
0,121,1987.2
0,122,1987.25
0,123,1987.3
0,124,1987.34
0,125,1987.38
0,126,1987.42
0,127,1987.46
0,128,1987.5
